Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
22-Sep-25,EGAD,Eaagads Ltd,10.8,24.1,18,20,19.75,20,-0.25,-1.25%,229,-
22-Sep-25,KUKZ,Kakuzi Plc,365,440,396,396,396,424.75,-28.75,-6.77%,10,-
22-Sep-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,327,327,327,327,-,-,1,-
22-Sep-25,LIMT,Limuru Tea Plc,295,423.5,374.75,374.75,374.75,340.75,34,9.98%,300,-
22-Sep-25,SASN,Sasini Plc,13.3,20.4,18.9,19.7,19,19,-,-,3462,-
22-Sep-25,WTK,Williamson Tea Kenya Plc,160,350,235,241,236.75,241,-4.25,-1.76%,554,-
22-Sep-25,CGEN,Car and General (K) Ltd,19.5,63,35.5,36.85,35.6,36.65,-1.05,-2.86%,626,-
22-Sep-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,19.8,21,20.2,21.25,-1.05,-4.94%,67567,-
22-Sep-25,BKG,BK Group Plc,28.75,43.5,38.6,38.6,38.6,38.55,0.05,0.13%,3,-
22-Sep-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,18.8,19.5,18.95,19.15,-0.2,-1.04%,240398,-
22-Sep-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,103,105,104.75,104.75,-,-,211417,-
22-Sep-25,EQTY,Equity Group Holdings Plc,41.2,71,54,55,54.25,54,0.25,0.46%,1094384,-
22-Sep-25,HFCK,HF Group Ltd,3.32,11.4,10,10.5,10.05,10.1,-0.05,-0.50%,131222,-
22-Sep-25,IMH,I & M Holdings Plc,28,46.2,42.5,43.2,42.9,43,-0.1,-0.23%,80486,-
22-Sep-25,KCB,KCB Group Plc,35,72.5,53.75,55,54.25,53.75,0.5,0.93%,1726003,-
22-Sep-25,NCBA,NCBA Group Plc,40,100,66.5,71,70,68.5,1.5,2.19%,80009,-
22-Sep-25,SBIC,Stanbic Holdings Plc,125,202.5,181.25,184,182.75,181.25,1.5,0.83%,871,-
22-Sep-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,282,290,287,284,3,1.06%,36930,-
22-Sep-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
22-Sep-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.39,1.45,1.42,1.42,-,-,33022,-
22-Sep-25,XPRS,Express Kenya Plc,2.8,10,7.42,8.16,8.14,8.24,-0.1,-1.21%,63775,-
22-Sep-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
22-Sep-25,KQ,Kenya Airways Plc,1.56,9.18,3.98,4.06,4,4.06,-0.06,-1.48%,71478,-
22-Sep-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.8,3.08,3.02,3,0.02,0.67%,12953,-
22-Sep-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.58,1.7,1.65,1.63,0.02,1.23%,71577,-
22-Sep-25,NMG,Nation Media Group Plc,10.05,15.5,12.85,13.15,13.05,13.15,-0.1,-0.76%,4424,-
22-Sep-25,SMER,Sameer Africa Plc,2.11,17,14,16,15.2,14.9,0.3,2.01%,28354,-
22-Sep-25,SGL,Standard Group Plc,4.5,7.14,5.7,5.9,5.82,6,-0.18,-3.00%,1824,-
22-Sep-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,15.5,16.5,15.65,16.85,-1.2,-7.12%,774,-
22-Sep-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.32,0.35,0.34,0.35,-0.01,-2.86%,161940,-
22-Sep-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.85,2.97,2.89,2.83,0.06,2.12%,20173,-
22-Sep-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
22-Sep-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
22-Sep-25,CRWN,Crown Paints Kenya Plc,29,62,49.5,53,51,49.4,1.6,3.24%,818,-
22-Sep-25,CABL,East African Cables Plc,0.98,3.27,1,1,1,1,-,-,-,-
22-Sep-25,PORT,East African Portland Cement Ltd,24.5,64.25,57.25,60,57.25,57.25,-,-,5105,-
22-Sep-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,9.16,9.5,9.2,9.1,0.1,1.10%,2376549,-
22-Sep-25,KPLC-P4,KPLC-P4,4,4.51,4.1,4.1,4.1,4.1,-,-,-,-
22-Sep-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
22-Sep-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,14.2,14.45,14.3,14.25,0.05,0.35%,574269,-
22-Sep-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,34.5,35,34.6,34.15,0.45,1.32%,2231,-
22-Sep-25,UMME,Umeme Ltd,6.86,24.75,7.52,8.44,7.62,8.34,-0.72,-8.63%,159025,-
22-Sep-25,BRIT,Britam Holdings Plc,5.52,9.4,8.5,9,8.94,8.8,0.14,1.59%,33714,-
22-Sep-25,CIC,CIC Insurance Group Ltd,1.98,5.7,3.9,4.6,4.12,4.32,-0.2,-4.63%,531779,-
22-Sep-25,JUB,Jubilee Holdings Ltd,162,335.5,313,326,313.5,324.25,-10.75,-3.32%,274,-
22-Sep-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,3.1,3.2,3.17,3.14,0.03,0.96%,531857,-
22-Sep-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,10.2,10.35,10.25,10.25,-,-,9356,-
22-Sep-25,SLAM,Sanlam Kenya Plc,3.9,11,9,9.3,9.16,9.1,0.06,0.66%,6100,-
22-Sep-25,CTUM,Centum Investment Company Plc,9.22,16.75,14.25,14.9,14.45,14.35,0.1,0.70%,20769,-
22-Sep-25,HAFR,Home Afrika Ltd,0.33,1.83,1.01,1.01,1.01,1.12,-0.11,-9.82%,861147,-
22-Sep-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
22-Sep-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,5.3,5.5,5.46,5.5,-0.04,-0.73%,43546,-
22-Sep-25,TCL,Trans-Century Plc,0.36,1.78,0.71,0.71,0.71,0.71,-,-,-,-
22-Sep-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,13.8,14.2,14.05,14.2,-0.15,-1.06%,62851,-
22-Sep-25,AMAC,Africa Mega Agricorp Plc,51,80,65,65,65,65,-,-,-,-
22-Sep-25,BOC,BOC Kenya Plc,76,150,112,124,120.75,124.25,-3.5,-2.82%,4088,-
22-Sep-25,BAT,British American Tobacco Kenya Plc,345,452,415,429,419,415,4,0.96%,3883,-
22-Sep-25,CARB,Carbacid Investments Plc,16.25,32.2,24.65,25.4,25.35,25.1,0.25,1.00%,12621,-
22-Sep-25,EABL,East African Breweries Ltd,162.25,250,211,217,211.75,211.75,-,-,241794,-
22-Sep-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.69,1.75,1.72,1.69,0.03,1.78%,167827,-
22-Sep-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
22-Sep-25,SKL,Shri Krishana Overseas Plc,5.8,9,8,8.46,8.32,8.36,-0.04,-0.48%,10307,-
22-Sep-25,UNGA,Unga Group Ltd,14.4,28.25,20.95,23,21.5,23.25,-1.75,-7.53%,8538,-
22-Sep-25,SCOM,Safaricom Plc,14.1,31,28.25,28.9,28.7,28.7,-,-,1420053,-
22-Sep-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
22-Sep-25,GLD,ABSA NewGold ETF,3000,9800,4480,4490,4490,4430,60,1.35%,20110,-
22-Sep-25,SMWF,Satrix MSCI World Feeder ETF,755,1050,825,834,834,832,2,0.24%,96,-
22-Sep-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1718.46,1718.46,1718.46,1725.26,-6.8,-0.39%,-,-
22-Sep-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2902.38,2902.38,2902.38,2903.15,-0.77,-0.03%,-,-
22-Sep-25,^N25I,NSE 25-Share Index,3063.32,5206.47,4494.26,4494.26,4494.26,4499.62,-5.36,-0.12%,-,-
22-Sep-25,^NASI,NSE All-Share Index,110.65,192.89,173.4,173.4,173.4,173.5,-0.1,-0.06%,-,-
22-Sep-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1193.93,1193.93,1193.93,1191.12,2.81,0.24%,-,-
22-Sep-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,3541.37,3541.37,3541.37,3537.45,3.92,0.11%,-,-
22-Sep-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,2360,2360,2360,2357.39,2.61,0.11%,-,-
23-Sep-25,EGAD,Eaagads Ltd,10.8,24.1,20,20,20,19.75,0.25,1.27%,1990,-
23-Sep-25,KUKZ,Kakuzi Plc,365,440,425,426,425.5,396,29.5,7.45%,4,-
23-Sep-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,325,327,326.5,327,-0.5,-0.15%,527,-
23-Sep-25,LIMT,Limuru Tea Plc,295,423.5,374.75,374.75,374.75,374.75,-,-,-,-
23-Sep-25,SASN,Sasini Plc,13.3,20.4,18.5,19,18.75,19,-0.25,-1.32%,10961,-
23-Sep-25,WTK,Williamson Tea Kenya Plc,160,350,234,240,238.25,236.75,1.5,0.63%,334,-
23-Sep-25,CGEN,Car and General (K) Ltd,19.5,63,35.4,36.95,35.5,35.6,-0.1,-0.28%,1074,-
23-Sep-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,19.7,20.1,20,20.2,-0.2,-0.99%,404033,-
23-Sep-25,BKG,BK Group Plc,28.75,43.5,38.55,38.55,38.55,38.6,-0.05,-0.13%,23,-
23-Sep-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,18.65,19.5,18.95,18.95,-,-,548640,-
23-Sep-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,103.5,105,104.75,104.75,-,-,164611,-
23-Sep-25,EQTY,Equity Group Holdings Plc,41.2,71,54.25,56,54.75,54.25,0.5,0.92%,550699,-
23-Sep-25,HFCK,HF Group Ltd,3.32,11.4,10.05,10.5,10.3,10.05,0.25,2.49%,117207,-
23-Sep-25,IMH,I & M Holdings Plc,28,46.2,42,43.3,42.8,42.9,-0.1,-0.23%,293519,-
23-Sep-25,KCB,KCB Group Plc,35,72.5,54.25,56.5,55.5,54.25,1.25,2.30%,11473519,-
23-Sep-25,NCBA,NCBA Group Plc,40,100,68.5,71,70,70,-,-,334660,-
23-Sep-25,SBIC,Stanbic Holdings Plc,125,202.5,179,184,181.25,182.75,-1.5,-0.82%,69779,-
23-Sep-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,284.25,287.75,285.25,287,-1.75,-0.61%,438345,-
23-Sep-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
23-Sep-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.42,1.44,1.43,1.42,0.01,0.70%,71776,-
23-Sep-25,XPRS,Express Kenya Plc,2.8,10,7.34,8.5,7.4,8.14,-0.74,-9.09%,75772,-
23-Sep-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
23-Sep-25,KQ,Kenya Airways Plc,1.56,9.18,4,4.28,4.01,4,0.01,0.25%,424490,-
23-Sep-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.89,3.02,3.02,3.02,-,-,5900,-
23-Sep-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.6,1.69,1.68,1.65,0.03,1.82%,24608,-
23-Sep-25,NMG,Nation Media Group Plc,10.05,15.5,12.75,13.8,13,13.05,-0.05,-0.38%,30279,-
23-Sep-25,SMER,Sameer Africa Plc,2.11,17,13.75,15.6,15.4,15.2,0.2,1.32%,63870,-
23-Sep-25,SGL,Standard Group Plc,4.5,7.14,5.4,5.82,5.44,5.82,-0.38,-6.53%,10813,-
23-Sep-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,14.15,16,15.95,15.65,0.3,1.92%,2786,-
23-Sep-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.32,0.37,0.35,0.34,0.01,2.94%,2627894,-
23-Sep-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.83,2.97,2.88,2.89,-0.01,-0.35%,18612,-
23-Sep-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
23-Sep-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
23-Sep-25,CRWN,Crown Paints Kenya Plc,29,62,53,53,53,51,2,3.92%,30,-
23-Sep-25,CABL,East African Cables Plc,0.98,3.27,1,1,1,1,-,-,-,-
23-Sep-25,PORT,East African Portland Cement Ltd,24.5,64.25,57.25,60.75,58.25,57.25,1,1.75%,9576,-
23-Sep-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,9,9.4,9.14,9.2,-0.06,-0.65%,706235,-
23-Sep-25,KPLC-P4,KPLC-P4,4,4.51,4.1,4.1,4.1,4.1,-,-,-,-
23-Sep-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
23-Sep-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,14.1,14.35,14.15,14.3,-0.15,-1.05%,430093,-
23-Sep-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,34.5,35,34.7,34.6,0.1,0.29%,4215,-
23-Sep-25,UMME,Umeme Ltd,6.86,24.75,6.86,7.52,6.94,7.62,-0.68,-8.92%,282548,-
23-Sep-25,BRIT,Britam Holdings Plc,5.52,9.4,8.6,9,8.96,8.94,0.02,0.22%,100529,-
23-Sep-25,CIC,CIC Insurance Group Ltd,1.98,5.7,4,4.32,4.28,4.12,0.16,3.88%,926408,-
23-Sep-25,JUB,Jubilee Holdings Ltd,162,335.5,315.25,332,320,313.5,6.5,2.07%,3432,-
23-Sep-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,3.14,3.24,3.18,3.17,0.01,0.32%,2478929,-
23-Sep-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,10.35,11,10.5,10.25,0.25,2.44%,1608,-
23-Sep-25,SLAM,Sanlam Kenya Plc,3.9,11,9,9.2,9.04,9.16,-0.12,-1.31%,23194,-
23-Sep-25,CTUM,Centum Investment Company Plc,9.22,16.75,14.25,14.5,14.45,14.45,-,-,109646,-
23-Sep-25,HAFR,Home Afrika Ltd,0.33,1.83,0.91,1,0.94,1.01,-0.07,-6.93%,3620978,-
23-Sep-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
23-Sep-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,5.3,5.58,5.5,5.46,0.04,0.73%,34730,-
23-Sep-25,TCL,Trans-Century Plc,0.36,1.78,0.71,0.71,0.71,0.71,-,-,-,-
23-Sep-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,12.7,14,13.75,14.05,-0.3,-2.14%,69112,-
23-Sep-25,AMAC,Africa Mega Agricorp Plc,51,80,65,65,65,65,-,-,-,-
23-Sep-25,BOC,BOC Kenya Plc,76,150,120,120.75,120.75,120.75,-,-,6382,-
23-Sep-25,BAT,British American Tobacco Kenya Plc,345,452,420,429.5,428.75,419,9.75,2.33%,7784,-
23-Sep-25,CARB,Carbacid Investments Plc,16.25,32.2,25,25.35,25.3,25.35,-0.05,-0.20%,18114,-
23-Sep-25,EABL,East African Breweries Ltd,162.25,250,211.5,217,214.75,211.75,3,1.42%,25321,-
23-Sep-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.65,1.75,1.71,1.72,-0.01,-0.58%,95082,-
23-Sep-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
23-Sep-25,SKL,Shri Krishana Overseas Plc,5.8,9,8,8.48,8.48,8.32,0.16,1.92%,13345,-
23-Sep-25,UNGA,Unga Group Ltd,14.4,28.25,19.4,23.4,20,21.5,-1.5,-6.98%,1838,-
23-Sep-25,SCOM,Safaricom Plc,14.1,31,28.5,29.3,28.9,28.7,0.2,0.70%,4348136,-
23-Sep-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
23-Sep-25,GLD,ABSA NewGold ETF,3000,9800,4455,4525,4470,4490,-20,-0.45%,2101,-
23-Sep-25,SMWF,Satrix MSCI World Feeder ETF,755,1050,838,1000,842,834,8,0.96%,451,-
23-Sep-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1731.24,1731.24,1731.24,1718.46,12.78,0.74%,-,-
23-Sep-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2916.97,2916.97,2916.97,2902.38,14.59,0.50%,-,-
23-Sep-25,^N25I,NSE 25-Share Index,3063.32,5206.47,4520.79,4520.79,4520.79,4494.26,26.53,0.59%,-,-
23-Sep-25,^NASI,NSE All-Share Index,110.65,192.89,174.32,174.32,174.32,173.4,0.92,0.53%,-,-
23-Sep-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1191.85,1191.85,1191.85,1193.93,-2.08,-0.17%,-,-
23-Sep-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,3573.59,3573.59,3573.59,3541.37,32.22,0.91%,-,-
23-Sep-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,2382.4,2382.4,2382.4,2360,22.4,0.95%,-,-
24-Sep-25,EGAD,Eaagads Ltd,10.8,24.1,19.6,20,19.85,20,-0.15,-0.75%,703,-
24-Sep-25,KUKZ,Kakuzi Plc,365,440,396,425,404.75,425.5,-20.75,-4.88%,7,-
24-Sep-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,327,330,327,326.5,0.5,0.15%,669,-
24-Sep-25,LIMT,Limuru Tea Plc,295,423.5,374.75,374.75,374.75,374.75,-,-,-,-
24-Sep-25,SASN,Sasini Plc,13.3,20.4,18.5,18.95,18.65,18.75,-0.1,-0.53%,50366,-
24-Sep-25,WTK,Williamson Tea Kenya Plc,160,350,235,240,240,238.25,1.75,0.73%,2076,-
24-Sep-25,CGEN,Car and General (K) Ltd,19.5,63,35,37.45,37.4,35.5,1.9,5.35%,656,-
24-Sep-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,20,21,20.35,20,0.35,1.75%,215842,-
24-Sep-25,BKG,BK Group Plc,28.75,43.5,38.5,38.55,38.55,38.55,-,-,891,-
24-Sep-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,19,20.8,20.35,18.95,1.4,7.39%,964786,-
24-Sep-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,103,105,105,104.75,0.25,0.24%,213560,-
24-Sep-25,EQTY,Equity Group Holdings Plc,41.2,71,55.75,58.75,57,54.75,2.25,4.11%,479095,-
24-Sep-25,HFCK,HF Group Ltd,3.32,11.4,10.25,10.5,10.35,10.3,0.05,0.49%,355379,-
24-Sep-25,IMH,I & M Holdings Plc,28,46.2,42.25,43,42.8,42.8,-,-,48993,-
24-Sep-25,KCB,KCB Group Plc,35,72.5,56,58,57.5,55.5,2,3.60%,26772968,-
24-Sep-25,NCBA,NCBA Group Plc,40,100,69,71,70,70,-,-,27639,-
24-Sep-25,SBIC,Stanbic Holdings Plc,125,202.5,180,182,180.5,181.25,-0.75,-0.41%,3621,-
24-Sep-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,282.25,286.75,285,285.25,-0.25,-0.09%,544645,-
24-Sep-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
24-Sep-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.42,1.49,1.45,1.43,0.02,1.40%,140207,-
24-Sep-25,XPRS,Express Kenya Plc,2.8,10,7.34,8.14,8,7.4,0.6,8.11%,15823,-
24-Sep-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
24-Sep-25,KQ,Kenya Airways Plc,1.56,9.18,3.99,4.2,4.01,4.01,-,-,222315,-
24-Sep-25,LKL,Longhorn Publishers Plc,2.1,3.47,3,3.04,3.02,3.02,-,-,6389,-
24-Sep-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.68,1.78,1.71,1.68,0.03,1.79%,264701,-
24-Sep-25,NMG,Nation Media Group Plc,10.05,15.5,13,13.8,13,13,-,-,22777,-
24-Sep-25,SMER,Sameer Africa Plc,2.11,17,15,15.5,15.5,15.4,0.1,0.65%,99757,-
24-Sep-25,SGL,Standard Group Plc,4.5,7.14,5.96,5.98,5.98,5.44,0.54,9.93%,6500,-
24-Sep-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,15,16,15.45,15.95,-0.5,-3.13%,30505,-
24-Sep-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.33,0.37,0.35,0.35,-,-,123236,-
24-Sep-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.88,3,2.95,2.88,0.07,2.43%,18744,-
24-Sep-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
24-Sep-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
24-Sep-25,CRWN,Crown Paints Kenya Plc,29,62,52.5,55,53.5,53,0.5,0.94%,2779,-
24-Sep-25,CABL,East African Cables Plc,0.98,3.27,1,1,1,1,-,-,-,-
24-Sep-25,PORT,East African Portland Cement Ltd,24.5,64.25,55,60.75,57,58.25,-1.25,-2.15%,618,-
24-Sep-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,8.98,9.1,9,9.14,-0.14,-1.53%,2577037,-
24-Sep-25,KPLC-P4,KPLC-P4,4,4.51,4.1,4.1,4.1,4.1,-,-,-,-
24-Sep-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
24-Sep-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,13.9,14.2,14.05,14.15,-0.1,-0.71%,665479,-
24-Sep-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,34,35.5,35,34.7,0.3,0.86%,32457,-
24-Sep-25,UMME,Umeme Ltd,6.86,24.75,6.94,7.2,6.98,6.94,0.04,0.58%,3640414,-
24-Sep-25,BRIT,Britam Holdings Plc,5.52,9.4,8.72,9.06,9,8.96,0.04,0.45%,441665,-
24-Sep-25,CIC,CIC Insurance Group Ltd,1.98,5.7,4.45,4.7,4.6,4.28,0.32,7.48%,524728,-
24-Sep-25,JUB,Jubilee Holdings Ltd,162,335.5,313.75,332,315,320,-5,-1.56%,9826,-
24-Sep-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,3.15,3.3,3.19,3.18,0.01,0.31%,12439481,-
24-Sep-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,10.5,10.95,10.55,10.5,0.05,0.48%,15682,-
24-Sep-25,SLAM,Sanlam Kenya Plc,3.9,11,8.54,9.2,8.96,9.04,-0.08,-0.88%,17109,-
24-Sep-25,CTUM,Centum Investment Company Plc,9.22,16.75,14.5,15.85,15.45,14.45,1,6.92%,268692,-
24-Sep-25,HAFR,Home Afrika Ltd,0.33,1.83,0.96,1.03,1.01,0.94,0.07,7.45%,7554728,-
24-Sep-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
24-Sep-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,5.4,5.56,5.46,5.5,-0.04,-0.73%,71017,-
24-Sep-25,TCL,Trans-Century Plc,0.36,1.78,0.71,0.71,0.71,0.71,-,-,-,-
24-Sep-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,13.55,14.1,13.95,13.75,0.2,1.45%,1796218,-
24-Sep-25,AMAC,Africa Mega Agricorp Plc,51,80,65,65,65,65,-,-,-,-
24-Sep-25,BOC,BOC Kenya Plc,76,150,120,125,123,120.75,2.25,1.86%,368,-
24-Sep-25,BAT,British American Tobacco Kenya Plc,345,452,428.5,429,428.75,428.75,-,-,15202,-
24-Sep-25,CARB,Carbacid Investments Plc,16.25,32.2,25.3,25.4,25.3,25.3,-,-,47844,-
24-Sep-25,EABL,East African Breweries Ltd,162.25,250,214.75,218,215.25,214.75,0.5,0.23%,13344,-
24-Sep-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.65,1.71,1.7,1.71,-0.01,-0.58%,53747,-
24-Sep-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
24-Sep-25,SKL,Shri Krishana Overseas Plc,5.8,9,7.64,8.48,7.98,8.48,-0.5,-5.90%,27955,-
24-Sep-25,UNGA,Unga Group Ltd,14.4,28.25,20,22,21.5,20,1.5,7.50%,14248,-
24-Sep-25,SCOM,Safaricom Plc,14.1,31,29.05,29.9,29.35,28.9,0.45,1.56%,2132001,-
24-Sep-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
24-Sep-25,GLD,ABSA NewGold ETF,3000,9800,4470,4470,4470,4470,-,-,-,-
24-Sep-25,SMWF,Satrix MSCI World Feeder ETF,755,1050,899,900,900,842,58,6.89%,241,-
24-Sep-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1773.91,1773.91,1773.91,1731.24,42.67,2.46%,-,-
24-Sep-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2962.3,2962.3,2962.3,2916.97,45.33,1.55%,-,-
24-Sep-25,^N25I,NSE 25-Share Index,3063.32,5206.47,4606.8,4606.8,4606.8,4520.79,86.01,1.90%,-,-
24-Sep-25,^NASI,NSE All-Share Index,110.65,192.89,177.13,177.13,177.13,174.32,2.81,1.61%,-,-
24-Sep-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1166.2,1166.2,1166.2,1191.85,-25.65,-2.15%,-,-
24-Sep-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,3660.64,3660.64,3660.64,3573.59,87.05,2.44%,-,-
24-Sep-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,2440.43,2440.43,2440.43,2382.4,58.03,2.44%,-,-
25-Sep-25,EGAD,Eaagads Ltd,10.8,24.1,18,18,18,19.85,-1.85,-9.32%,16,-
25-Sep-25,KUKZ,Kakuzi Plc,365,440,396,425,413.5,404.75,8.75,2.16%,100,-
25-Sep-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,327,330,329,327,2,0.61%,29,-
25-Sep-25,LIMT,Limuru Tea Plc,295,423.5,380,380,380,374.75,5.25,1.40%,29,-
25-Sep-25,SASN,Sasini Plc,13.3,20.4,18.5,19,18.7,18.65,0.05,0.27%,7120,-
25-Sep-25,WTK,Williamson Tea Kenya Plc,160,350,239.5,245.5,240.75,240,0.75,0.31%,2063,-
25-Sep-25,CGEN,Car and General (K) Ltd,19.5,63,37.45,38.5,37.45,37.4,0.05,0.13%,5734,-
25-Sep-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,20.35,21.25,20.7,20.35,0.35,1.72%,709145,-
25-Sep-25,BKG,BK Group Plc,28.75,43.5,37.1,38.55,37.95,38.55,-0.6,-1.56%,8580,-
25-Sep-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,19.95,22,21.4,20.35,1.05,5.16%,3259865,-
25-Sep-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,104,105,105,105,-,-,621303,-
